,total_price,unit_price,pizza_size,pizza_ingredients,pizza_category,pizza_name_id,pizza_id,day_of_week,hour_of_day,day_of_month,quantity
13810,20.75,20.75,0,14,2,53,13811,6.0,13.0,4.0,1
13811,16.0,16.0,1,28,3,24,13812,6.0,14.0,4.0,1
13812,12.0,12.0,2,1,1,3,13813,6.0,14.0,4.0,1
13813,16.75,16.75,1,9,0,12,13814,6.0,14.0,4.0,1
13814,16.0,16.0,1,30,1,45,13815,6.0,14.0,4.0,1
13815,20.75,20.75,0,10,0,65,13816,6.0,14.0,4.0,1
13816,20.75,20.75,0,6,2,68,13817,6.0,14.0,4.0,1
13817,16.0,16.0,1,20,1,18,13818,6.0,14.0,4.0,1
13818,16.5,16.5,1,4,2,33,13819,6.0,14.0,4.0,1
13819,9.75,9.75,2,16,1,52,13820,6.0,14.0,4.0,1
13820,16.5,16.5,1,29,2,78,13821,6.0,15.0,4.0,1
13821,16.5,16.5,0,23,1,26,13822,6.0,15.0,4.0,1
13822,41.0,20.5,0,5,1,29,13823,6.0,15.0,4.0,2
13823,16.25,16.25,1,0,2,6,13824,6.0,15.0,4.0,1
13824,16.75,16.75,1,9,0,12,13825,6.0,16.0,4.0,1
13825,12.0,12.0,2,20,1,19,13826,6.0,16.0,4.0,1
13826,12.75,12.75,2,13,3,37,13827,6.0,16.0,4.0,1
13827,11.0,11.0,2,19,1,49,13828,6.0,16.0,4.0,1
13828,16.5,16.5,1,29,2,78,13829,6.0,16.0,4.0,1
13829,20.75,20.75,0,2,0,0,13830,6.0,16.0,4.0,1
13830,20.5,20.5,0,20,1,17,13831,6.0,16.0,4.0,1
13831,16.75,16.75,1,10,0,66,13832,6.0,16.0,4.0,1
13832,12.75,12.75,2,10,0,67,13833,6.0,16.0,4.0,1
13833,12.0,12.0,2,20,1,19,13834,6.0,17.0,4.0,1
13834,16.0,16.0,1,31,3,42,13835,6.0,17.0,4.0,1
13835,20.25,20.25,0,27,3,74,13836,6.0,17.0,4.0,1
13836,16.75,16.75,1,2,0,1,13837,6.0,17.0,4.0,1
13837,10.5,10.5,2,23,1,28,13838,6.0,17.0,4.0,1
13838,12.5,12.5,1,16,1,51,13839,6.0,17.0,4.0,1
13839,20.75,20.75,0,6,2,68,13840,6.0,17.0,4.0,1
13840,20.5,20.5,0,20,1,17,13841,6.0,17.0,4.0,1
13841,12.0,12.0,2,28,3,25,13842,6.0,17.0,4.0,1
13842,13.25,13.25,1,23,1,27,13843,6.0,17.0,4.0,1
13843,20.75,20.75,0,29,2,77,13844,6.0,17.0,4.0,1
13844,16.5,16.5,0,23,1,26,13845,6.0,17.0,4.0,1
13845,16.0,16.0,1,18,3,89,13846,6.0,17.0,4.0,1
13846,16.0,16.0,1,20,1,18,13847,6.0,17.0,4.0,1
13847,17.95,17.95,0,22,3,21,13848,6.0,17.0,4.0,1
13848,12.0,12.0,2,20,1,19,13849,6.0,17.0,4.0,1
13849,16.0,16.0,1,25,3,39,13850,6.0,17.0,4.0,1
13850,20.75,20.75,0,6,2,68,13851,6.0,17.0,4.0,1
13851,16.0,16.0,1,5,1,30,13852,6.0,17.0,4.0,1
13852,12.0,12.0,2,27,3,76,13853,6.0,17.0,4.0,1
13853,16.5,16.5,0,23,1,26,13854,6.0,17.0,4.0,1
13854,12.5,12.5,1,16,1,51,13855,6.0,17.0,4.0,1
13855,20.75,20.75,0,10,0,65,13856,6.0,17.0,4.0,1
13856,20.75,20.75,0,7,0,8,13857,6.0,17.0,4.0,1
13857,16.0,16.0,1,20,1,18,13858,6.0,18.0,4.0,1
13858,17.95,17.95,0,22,3,21,13859,6.0,18.0,4.0,1
13859,12.0,12.0,2,18,3,90,13860,6.0,18.0,4.0,1
13860,19.5,9.75,2,16,1,52,13861,6.0,18.0,4.0,2
13861,20.75,20.75,0,14,2,53,13862,6.0,18.0,4.0,1
13862,20.75,20.75,0,24,2,62,13863,6.0,18.0,4.0,1
13863,16.0,16.0,1,20,1,18,13864,6.0,18.0,4.0,1
13864,16.5,16.5,1,6,2,69,13865,6.0,18.0,4.0,1
13865,14.75,14.75,1,22,3,22,13866,6.0,19.0,4.0,1
13866,12.0,12.0,2,27,3,76,13867,6.0,19.0,4.0,1
13867,18.5,18.5,0,17,3,20,13868,6.0,19.0,4.0,1
13868,20.75,20.75,0,14,2,53,13869,6.0,19.0,4.0,1
13869,16.0,16.0,1,31,3,42,13870,6.0,19.0,4.0,1
13870,16.0,16.0,1,31,3,42,13871,6.0,19.0,4.0,1
13871,16.0,16.0,1,20,1,18,13872,6.0,19.0,4.0,1
13872,17.95,17.95,0,22,3,21,13873,6.0,19.0,4.0,1
13873,15.25,15.25,0,16,1,50,13874,6.0,19.0,4.0,1
13874,16.75,16.75,1,8,0,81,13875,6.0,19.0,4.0,1
13875,12.0,12.0,2,28,3,25,13876,6.0,20.0,4.0,1
13876,16.75,16.75,1,13,3,36,13877,6.0,20.0,4.0,1
13877,16.5,16.5,1,6,2,69,13878,6.0,20.0,4.0,1
13878,20.75,20.75,0,2,0,0,13879,6.0,20.0,4.0,1
13879,16.75,16.75,1,2,0,1,13880,6.0,20.0,4.0,1
13880,16.0,16.0,1,18,3,89,13881,6.0,20.0,4.0,1
13881,18.5,18.5,0,17,3,20,13882,6.0,21.0,4.0,1
13882,20.75,20.75,0,8,0,80,13883,6.0,21.0,4.0,1
13883,16.5,16.5,1,4,2,33,13884,6.0,22.0,4.0,1
13884,20.75,20.75,0,4,2,32,13885,6.0,22.0,4.0,1
13885,12.0,12.0,2,25,3,40,13886,6.0,22.0,4.0,1
13886,20.5,20.5,0,15,1,83,13887,6.0,22.0,4.0,1
13887,32.0,16.0,1,20,1,18,13888,6.0,22.0,4.0,2
13888,20.75,20.75,0,11,0,14,13889,6.0,22.0,4.0,1
13889,20.75,20.75,0,4,2,32,13890,6.0,22.0,4.0,1
13890,12.5,12.5,2,24,2,64,13891,6.0,22.0,4.0,1
13891,16.5,16.5,1,26,3,72,13892,6.0,22.0,4.0,1
13892,14.5,14.5,1,19,1,48,13893,,,,1
13893,12.75,12.75,2,8,0,82,13894,,,,1
13894,20.75,20.75,0,2,0,0,13895,,,,1
13895,12.0,12.0,2,28,3,25,13896,,,,1
13896,9.75,9.75,2,16,1,52,13897,,,,1
13897,20.75,20.75,0,6,2,68,13898,,,,1
13898,16.75,16.75,1,7,0,9,13899,,,,1
13899,20.75,20.75,0,9,0,11,13900,,,,1
13900,16.5,16.5,0,23,1,26,13901,,,,1
13901,10.5,10.5,2,23,1,28,13902,,,,1
13902,20.5,20.5,0,30,1,44,13903,,,,1
13903,16.75,16.75,1,8,0,81,13904,,,,1
13904,41.5,20.75,0,7,0,8,13905,,,,2
13905,12.0,12.0,2,30,1,46,13906,,,,1
13906,20.75,20.75,0,8,0,80,13907,,,,1
13907,11.0,11.0,2,19,1,49,13908,,,,1
13908,16.75,16.75,1,11,0,15,13909,,,,1
13909,16.75,16.75,1,8,0,81,13910,,,,1
13910,16.75,16.75,1,8,0,81,13911,,,,1
13911,18.5,18.5,0,17,3,20,13912,,,,1
13912,20.25,20.25,0,31,3,41,13913,,,,1
13913,9.75,9.75,2,16,1,52,13914,,,,1
13914,20.75,20.75,0,14,2,53,13915,,,,1
13915,20.75,20.75,0,6,2,68,13916,,,,1
13916,16.5,16.5,1,6,2,69,13917,,,,1
13917,20.75,20.75,0,8,0,80,13918,,,,1
13918,20.25,20.25,0,12,2,59,13919,,,,1
13919,20.25,20.25,0,27,3,74,13920,,,,1
13920,16.0,16.0,1,27,3,75,13921,,,,1
13921,16.0,16.0,1,5,1,30,13922,,,,1
13922,20.25,20.25,0,25,3,38,13923,,,,1
13923,20.25,20.25,0,31,3,41,13924,,,,1
13924,16.0,16.0,1,31,3,42,13925,,,,1
13925,12.5,12.5,2,14,2,55,13926,,,,1
13926,20.75,20.75,0,10,0,65,13927,,,,1
13927,16.5,16.5,1,6,2,69,13928,,,,1
13928,12.75,12.75,2,8,0,82,13929,,,,1
13929,25.5,25.5,3,15,1,86,13930,,,,1
13930,16.0,16.0,1,18,3,89,13931,,,,1
13931,12.5,12.5,2,21,2,58,13932,,,,1
13932,20.75,20.75,0,8,0,80,13933,,,,1
13933,20.75,20.75,0,29,2,77,13934,,,,1
13934,16.0,16.0,1,27,3,75,13935,,,,1
13935,14.75,14.75,1,22,3,22,13936,,,,1
13936,20.25,20.25,0,18,3,88,13937,,,,1
13937,20.75,20.75,0,11,0,14,13938,,,,1
13938,20.75,20.75,0,10,0,65,13939,,,,1
13939,12.0,12.0,2,25,3,40,13940,,,,1
13940,20.75,20.75,0,26,3,71,13941,,,,1
13941,20.25,20.25,0,31,3,41,13942,,,,1
13942,17.95,17.95,0,22,3,21,13943,,,,1
13943,10.5,10.5,2,23,1,28,13944,,,,1
13944,20.75,20.75,0,14,2,53,13945,,,,1
13945,16.0,16.0,1,15,1,84,13946,,,,1
13946,12.0,12.0,2,28,3,25,13947,,,,1
13947,12.0,12.0,2,1,1,3,13948,,,,1
13948,14.75,14.75,1,22,3,22,13949,,,,1
13949,16.0,16.0,1,30,1,45,13950,,,,1
13950,16.0,16.0,1,20,1,18,13951,,,,1
13951,16.0,16.0,1,18,3,89,13952,,,,1
13952,20.25,20.25,0,18,3,88,13953,,,,1
13953,12.0,12.0,2,20,1,19,13954,,,,1
13954,10.5,10.5,2,23,1,28,13955,,,,1
13955,23.65,23.65,2,3,2,4,13956,,,,1
13956,20.75,20.75,0,14,2,53,13957,,,,1
13957,20.25,20.25,0,12,2,59,13958,,,,1
13958,20.75,20.75,0,10,0,65,13959,,,,1
13959,16.25,16.25,1,0,2,6,13960,,,,1
13960,16.75,16.75,1,7,0,9,13961,,,,1
13961,16.75,16.75,1,13,3,36,13962,,,,1
13962,12.5,12.5,1,16,1,51,13963,,,,1
13963,20.75,20.75,0,8,0,80,13964,,,,1
13964,13.25,13.25,1,23,1,27,13965,,,,1
13965,20.75,20.75,0,8,0,80,13966,,,,1
13966,16.75,16.75,1,2,0,1,13967,,,,1
13967,20.5,20.5,0,20,1,17,13968,,,,1
13968,20.75,20.75,0,2,0,0,13969,,,,1
13969,14.5,14.5,1,19,1,48,13970,,,,1
13970,16.25,16.25,1,0,2,6,13971,,,,1
13971,12.75,12.75,2,8,0,82,13972,,,,1
13972,23.65,23.65,2,3,2,4,13973,,,,1
13973,16.5,16.5,1,26,3,72,13974,,,,1
13974,16.75,16.75,1,7,0,9,13975,,,,1
13975,12.5,12.5,1,16,1,51,13976,,,,1
13976,10.5,10.5,2,23,1,28,13977,,,,1
13977,16.25,16.25,1,12,2,60,13978,,,,1
13978,20.75,20.75,0,29,2,77,13979,,,,1
13979,10.5,10.5,2,23,1,28,13980,,,,1
13980,20.75,20.75,0,6,2,68,13981,,,,1
13981,25.5,25.5,3,15,1,86,13982,,,,1
13982,16.0,16.0,1,20,1,18,13983,,,,1
13983,20.25,20.25,0,25,3,38,13984,,,,1
13984,20.75,20.75,0,8,0,80,13985,,,,1
13985,16.0,16.0,1,27,3,75,13986,,,,1
13986,20.5,20.5,0,30,1,44,13987,,,,1
13987,16.5,16.5,1,26,3,72,13988,,,,1
13988,16.75,16.75,1,7,0,9,13989,,,,1
13989,12.75,12.75,2,7,0,10,13990,,,,1
13990,20.75,20.75,0,6,2,68,13991,,,,1
13991,20.5,20.5,0,15,1,83,13992,,,,1
13992,20.75,20.75,0,7,0,8,13993,,,,1
13993,16.75,16.75,1,11,0,15,13994,,,,1
13994,16.0,16.0,1,5,1,30,13995,,,,1
13995,12.0,12.0,2,27,3,76,13996,,,,1
13996,12.0,12.0,2,20,1,19,13997,,,,1
13997,20.75,20.75,0,6,2,68,13998,,,,1
13998,16.5,16.5,0,23,1,26,13999,,,,1
13999,20.75,20.75,0,24,2,62,14000,,,,1
14000,16.75,16.75,1,7,0,9,14001,,,,1
14001,12.0,12.0,2,31,3,43,14002,,,,1
14002,20.5,20.5,0,5,1,29,14003,,,,1
14003,20.75,20.75,0,14,2,53,14004,,,,1
14004,20.25,20.25,0,0,2,5,14005,,,,1
14005,16.75,16.75,1,10,0,66,14006,,,,1
14006,16.75,16.75,1,9,0,12,14007,,,,1
14007,20.75,20.75,0,14,2,53,14008,,,,1
14008,20.75,20.75,0,6,2,68,14009,,,,1
14009,10.5,10.5,2,23,1,28,14010,,,,1
14010,20.25,20.25,0,25,3,38,14011,,,,1
14011,16.5,16.5,0,23,1,26,14012,,,,1
14012,12.0,12.0,2,25,3,40,14013,,,,1
14013,20.75,20.75,0,10,0,65,14014,,,,1
14014,20.5,20.5,0,15,1,83,14015,,,,1
14015,20.75,20.75,0,2,0,0,14016,,,,1
14016,9.75,9.75,2,16,1,52,14017,,,,1
14017,16.75,16.75,1,7,0,9,14018,,,,1
14018,20.5,20.5,0,30,1,44,14019,,,,1
14019,16.5,16.5,1,24,2,63,14020,,,,1
14020,12.0,12.0,2,18,3,90,14021,,,,1
14021,12.0,12.0,2,20,1,19,14022,,,,1
14022,20.75,20.75,0,2,0,0,14023,,,,1
14023,16.75,16.75,1,2,0,1,14024,,,,1
14024,16.75,16.75,1,7,0,9,14025,,,,1
14025,20.75,20.75,0,29,2,77,14026,,,,1
14026,20.75,20.75,0,11,0,14,14027,,,,1
14027,15.25,15.25,0,16,1,50,14028,,,,1
14028,12.5,12.5,2,26,3,73,14029,,,,1
14029,35.95,35.95,4,15,1,87,14030,,,,1
14030,16.75,16.75,1,2,0,1,14031,,,,1
14031,20.25,20.25,0,31,3,41,14032,,,,1
14032,12.75,12.75,2,10,0,67,14033,,,,1
14033,20.75,20.75,0,2,0,0,14034,,,,1
14034,16.25,16.25,1,0,2,6,14035,,,,1
14035,17.95,17.95,0,22,3,21,14036,,,,1
14036,20.75,20.75,0,4,2,32,14037,,,,1
14037,12.5,12.5,2,14,2,55,14038,,,,1
14038,16.5,16.5,1,29,2,78,14039,,,,1
14039,20.5,20.5,0,30,1,44,14040,,,,1
14040,20.75,20.75,0,6,2,68,14041,,,,1
14041,16.75,16.75,1,9,0,12,14042,,,,1
14042,12.75,12.75,2,11,0,16,14043,,,,1
14043,14.75,14.75,1,22,3,22,14044,,,,1
14044,16.25,16.25,1,12,2,60,14045,,,,1
14045,16.0,16.0,1,15,1,84,14046,,,,1
14046,20.5,20.5,0,20,1,17,14047,,,,1
14047,12.0,12.0,2,31,3,43,14048,,,,1
14048,12.5,12.5,1,16,1,51,14049,,,,1
14049,12.5,12.5,1,16,1,51,14050,,,,1
14050,20.25,20.25,0,31,3,41,14051,,,,1
14051,12.75,12.75,2,2,0,2,14052,,,,1
14052,23.65,23.65,2,3,2,4,14053,,,,1
14053,20.75,20.75,0,7,0,8,14054,,,,1
14054,20.5,20.5,0,20,1,17,14055,,,,1
14055,13.25,13.25,1,23,1,27,14056,,,,1
14056,20.25,20.25,0,25,3,38,14057,,,,1
14057,15.25,15.25,0,16,1,50,14058,,,,1
14058,20.25,20.25,0,12,2,59,14059,,,,1
14059,12.25,12.25,2,12,2,61,14060,,,,1
14060,20.25,20.25,0,27,3,74,14061,,,,1
14061,16.0,16.0,1,15,1,84,14062,,,,1
14062,12.0,12.0,2,18,3,90,14063,,,,1
14063,20.5,20.5,0,20,1,17,14064,,,,1
14064,20.75,20.75,0,8,0,80,14065,,,,1
14065,16.0,16.0,1,5,1,30,14066,,,,1
14066,15.25,15.25,0,16,1,50,14067,,,,1
14067,9.75,9.75,2,16,1,52,14068,,,,1
14068,20.75,20.75,0,24,2,62,14069,,,,1
14069,16.0,16.0,1,27,3,75,14070,,,,1
14070,12.5,12.5,2,24,2,64,14071,,,,1
14071,20.75,20.75,0,26,3,71,14072,,,,1
14072,16.75,16.75,1,7,0,9,14073,,,,1
14073,12.0,12.0,2,20,1,19,14074,,,,1
14074,12.0,12.0,2,1,1,3,14075,,,,1
14075,17.5,17.5,0,19,1,47,14076,,,,1
14076,15.25,15.25,0,16,1,50,14077,,,,1
14077,12.5,12.5,1,16,1,51,14078,,,,1
14078,9.75,9.75,2,16,1,52,14079,,,,1
14079,20.75,20.75,0,26,3,71,14080,,,,1
14080,16.5,16.5,1,29,2,78,14081,,,,1
14081,12.0,12.0,2,18,3,90,14082,,,,1
14082,41.5,20.75,0,2,0,0,14083,,,,2
14083,16.75,16.75,1,2,0,1,14084,,,,1
14084,20.25,20.25,0,0,2,5,14085,,,,1
14085,20.75,20.75,0,7,0,8,14086,,,,1
14086,16.75,16.75,1,9,0,12,14087,,,,1
14087,14.75,14.75,1,22,3,22,14088,,,,1
14088,20.5,20.5,0,5,1,29,14089,,,,1
14089,20.75,20.75,0,4,2,32,14090,,,,1
14090,16.5,16.5,1,4,2,33,14091,,,,1
14091,12.5,12.5,2,4,2,34,14092,,,,1
14092,41.5,20.75,0,14,2,53,14093,,,,2
14093,20.75,20.75,0,10,0,65,14094,,,,1
14094,20.75,20.75,0,8,0,80,14095,,,,1
14095,13.25,13.25,1,23,1,27,14096,,,,1
14096,20.25,20.25,0,12,2,59,14097,,,,1
14097,20.75,20.75,0,10,0,65,14098,,,,1
14098,20.75,20.75,0,10,0,65,14099,,,,1
14099,16.5,16.5,0,23,1,26,14100,,,,1
14100,25.5,25.5,3,15,1,86,14101,,,,1
14101,10.5,10.5,2,23,1,28,14102,,,,1
14102,16.5,16.5,1,21,2,57,14103,,,,1
14103,20.25,20.25,0,12,2,59,14104,,,,1
14104,20.75,20.75,0,24,2,62,14105,,,,1
14105,12.0,12.0,2,20,1,19,14106,,,,1
14106,17.95,17.95,0,22,3,21,14107,,,,1
14107,20.5,20.5,0,20,1,17,14108,,,,1
14108,12.0,12.0,2,20,1,19,14109,,,,1
14109,41.5,20.75,0,6,2,68,14110,,,,2
14110,14.5,14.5,1,19,1,48,14111,,,,1
14111,12.0,12.0,2,20,1,19,14112,,,,1
14112,18.5,18.5,0,17,3,20,14113,,,,1
14113,20.5,20.5,0,15,1,83,14114,,,,1
14114,18.5,18.5,0,17,3,20,14115,,,,1
14115,16.5,16.5,0,23,1,26,14116,,,,1
14116,16.5,16.5,1,24,2,63,14117,,,,1
14117,16.0,16.0,1,18,3,89,14118,,,,1
14118,16.75,16.75,1,13,3,36,14119,,,,1
14119,16.75,16.75,1,7,0,9,14120,,,,1
14120,20.5,20.5,0,20,1,17,14121,,,,1
14121,35.9,17.95,0,22,3,21,14122,,,,2
14122,16.5,16.5,0,23,1,26,14123,,,,1
14123,20.25,20.25,0,31,3,41,14124,,,,1
14124,20.75,20.75,0,8,0,80,14125,,,,1
14125,16.25,16.25,1,12,2,60,14126,,,,1
14126,16.0,16.0,1,27,3,75,14127,,,,1
14127,20.5,20.5,0,20,1,17,14128,,,,1
14128,12.0,12.0,2,30,1,46,14129,,,,1
14129,12.75,12.75,2,2,0,2,14130,,,,1
14130,12.0,12.0,2,1,1,3,14131,,,,1
14131,20.5,20.5,0,20,1,17,14132,,,,1
14132,20.75,20.75,0,6,2,68,14133,,,,1
14133,16.75,16.75,1,7,0,9,14134,,,,1
14134,12.0,12.0,2,20,1,19,14135,,,,1
14135,12.0,12.0,2,30,1,46,14136,,,,1
14136,16.0,16.0,1,27,3,75,14137,,,,1
14137,25.5,25.5,3,15,1,86,14138,,,,1
14138,20.25,20.25,0,12,2,59,14139,,,,1
14139,12.75,12.75,2,7,0,10,14140,,,,1
14140,18.5,18.5,0,17,3,20,14141,,,,1
14141,12.75,12.75,2,13,3,37,14142,,,,1
14142,20.75,20.75,0,14,2,53,14143,,,,1
14143,16.0,16.0,1,5,1,30,14144,,,,1
14144,16.75,16.75,1,7,0,9,14145,,,,1
14145,18.5,18.5,0,17,3,20,14146,,,,1
14146,16.75,16.75,1,13,3,36,14147,,,,1
14147,20.25,20.25,0,12,2,59,14148,,,,1
14148,12.5,12.5,2,21,2,58,14149,,,,1
14149,16.0,16.0,1,20,1,18,14150,,,,1
14150,12.0,12.0,2,30,1,46,14151,,,,1
14151,12.75,12.75,2,10,0,67,14152,,,,1
14152,20.5,20.5,0,15,1,83,14153,,,,1
14153,16.25,16.25,1,0,2,6,14154,,,,1
14154,12.5,12.5,2,4,2,34,14155,,,,1
14155,16.0,16.0,1,25,3,39,14156,,,,1
14156,12.75,12.75,2,10,0,67,14157,,,,1
14157,20.75,20.75,0,2,0,0,14158,,,,1
14158,12.5,12.5,2,4,2,34,14159,,,,1
14159,20.75,20.75,0,14,2,53,14160,,,,1
14160,25.5,25.5,3,15,1,86,14161,,,,1
14161,12.5,12.5,1,16,1,51,14162,,,,1
14162,20.75,20.75,0,8,0,80,14163,,,,1
14163,12.0,12.0,2,28,3,25,14164,,,,1
14164,20.25,20.25,0,31,3,41,14165,,,,1
14165,16.0,16.0,1,15,1,84,14166,,,,1
14166,25.5,25.5,3,15,1,86,14167,,,,1
14167,20.5,20.5,0,30,1,44,14168,,,,1
14168,20.75,20.75,0,8,0,80,14169,,,,1
14169,16.0,16.0,1,18,3,89,14170,,,,1
14170,33.0,16.5,1,4,2,33,14171,,,,2
14171,12.5,12.5,2,6,2,70,14172,,,,1
14172,20.5,20.5,0,20,1,17,14173,,,,1
14173,16.0,16.0,1,31,3,42,14174,,,,1
14174,20.75,20.75,0,8,0,80,14175,,,,1
14175,20.75,20.75,0,4,2,32,14176,,,,1
14176,16.5,16.5,1,29,2,78,14177,,,,1
14177,12.75,12.75,2,8,0,82,14178,,,,1
14178,12.0,12.0,2,18,3,90,14179,,,,1
14179,12.0,12.0,2,1,1,3,14180,,,,1
14180,17.95,17.95,0,22,3,21,14181,,,,1
14181,20.75,20.75,0,6,2,68,14182,,,,1
14182,12.5,12.5,2,4,2,34,14183,,,,1
14183,12.0,12.0,2,1,1,3,14184,,,,1
14184,16.0,16.0,1,20,1,18,14185,,,,1
14185,12.0,12.0,2,28,3,25,14186,,,,1
14186,20.75,20.75,0,10,0,65,14187,,,,1
14187,16.75,16.75,1,8,0,81,14188,,,,1
14188,20.25,20.25,0,0,2,5,14189,,,,1
14189,17.95,17.95,0,22,3,21,14190,,,,1
14190,12.0,12.0,2,28,3,25,14191,,,,1
14191,10.5,10.5,2,23,1,28,14192,,,,1
14192,16.0,16.0,1,27,3,75,14193,,,,1
14193,16.75,16.75,1,8,0,81,14194,,,,1
14194,15.25,15.25,0,16,1,50,14195,,,,1
14195,16.0,16.0,1,20,1,18,14196,,,,1
14196,10.5,10.5,2,23,1,28,14197,,,,1
14197,12.75,12.75,2,2,0,2,14198,,,,1
14198,13.25,13.25,1,23,1,27,14199,,,,1
14199,20.75,20.75,0,4,2,32,14200,,,,1
14200,11.0,11.0,2,19,1,49,14201,,,,1
14201,20.75,20.75,0,2,0,0,14202,,,,1
14202,20.5,20.5,0,5,1,29,14203,,,,1
14203,20.25,20.25,0,18,3,88,14204,,,,1
14204,12.0,12.0,2,20,1,19,14205,,,,1
14205,16.0,16.0,1,31,3,42,14206,,,,1
14206,20.75,20.75,0,29,2,77,14207,,,,1
14207,12.5,12.5,2,29,2,79,14208,,,,1
14208,12.0,12.0,2,18,3,90,14209,,,,1
14209,16.5,16.5,1,26,3,72,14210,,,,1
14210,20.75,20.75,0,2,0,0,14211,,,,1
14211,12.5,12.5,1,16,1,51,14212,,,,1
14212,20.75,20.75,0,24,2,62,14213,,,,1
14213,20.5,20.5,0,20,1,17,14214,,,,1
14214,14.75,14.75,1,22,3,22,14215,,,,1
14215,12.5,12.5,2,26,3,73,14216,,,,1
14216,25.5,25.5,3,15,1,86,14217,,,,1
14217,17.95,17.95,0,22,3,21,14218,,,,1
14218,16.0,16.0,1,5,1,30,14219,,,,1
14219,16.0,16.0,1,15,1,84,14220,,,,1
14220,25.5,25.5,3,15,1,86,14221,,,,1
14221,18.5,18.5,0,17,3,20,14222,,,,1
14222,16.25,16.25,1,12,2,60,14223,,,,1
14223,20.75,20.75,0,7,0,8,14224,,,,1
14224,16.75,16.75,1,9,0,12,14225,,,,1
14225,18.5,18.5,0,17,3,20,14226,,,,1
14226,20.5,20.5,0,5,1,29,14227,,,,1
14227,20.75,20.75,0,4,2,32,14228,,,,1
14228,12.5,12.5,2,4,2,34,14229,,,,1
14229,32.0,16.0,1,25,3,39,14230,,,,2
14230,16.0,16.0,1,30,1,45,14231,,,,1
14231,11.0,11.0,2,19,1,49,14232,,,,1
14232,16.0,16.0,1,27,3,75,14233,,,,1
14233,20.75,20.75,0,8,0,80,14234,,,,1
14234,20.75,20.75,0,14,2,53,14235,,,,1
14235,12.25,12.25,2,12,2,61,14236,,,,1
14236,10.5,10.5,2,23,1,28,14237,,,,1
14237,12.5,12.5,2,24,2,64,14238,,,,1
14238,12.0,12.0,2,15,1,85,14239,,,,1
14239,12.0,12.0,2,30,1,46,14240,,,,1
14240,12.0,12.0,2,27,3,76,14241,,,,1
14241,12.25,12.25,2,12,2,61,14242,,,,1
14242,20.5,20.5,0,20,1,17,14243,,,,1
14243,14.75,14.75,1,22,3,22,14244,,,,1
14244,17.5,17.5,0,19,1,47,14245,,,,1
14245,16.0,16.0,1,28,3,24,14246,,,,1
14246,20.75,20.75,0,4,2,32,14247,,,,1
14247,17.5,17.5,0,19,1,47,14248,,,,1
14248,12.0,12.0,2,30,1,46,14249,,,,1
14249,16.0,16.0,1,28,3,24,14250,,,,1
14250,16.75,16.75,1,13,3,36,14251,,,,1
14251,12.0,12.0,2,27,3,76,14252,,,,1
14252,24.5,12.25,2,12,2,61,14253,,,,2
14253,9.75,9.75,2,16,1,52,14254,,,,1
14254,16.0,16.0,1,18,3,89,14255,,,,1
14255,20.75,20.75,0,10,0,65,14256,,,,1
14256,16.5,16.5,1,14,2,54,14257,,,,1
14257,20.25,20.25,0,31,3,41,14258,,,,1
14258,17.95,17.95,0,22,3,21,14259,,,,1
14259,20.75,20.75,0,10,0,65,14260,,,,1
14260,16.75,16.75,1,2,0,1,14261,,,,1
14261,16.75,16.75,1,7,0,9,14262,,,,1
14262,20.75,20.75,0,10,0,65,14263,,,,1
14263,12.5,12.5,2,6,2,70,14264,,,,1
14264,16.5,16.5,0,23,1,26,14265,,,,1
14265,12.0,12.0,2,1,1,3,14266,,,,1
14266,12.5,12.5,2,6,2,70,14267,,,,1
14267,20.5,20.5,0,20,1,17,14268,,,,1
14268,16.0,16.0,1,25,3,39,14269,,,,1
14269,16.5,16.5,1,14,2,54,14270,,,,1
14270,16.5,16.5,1,21,2,57,14271,,,,1
14271,16.75,16.75,1,2,0,1,14272,,,,1
14272,20.5,20.5,0,20,1,17,14273,,,,1
14273,20.75,20.75,0,14,2,53,14274,,,,1
14274,12.5,12.5,2,24,2,64,14275,,,,1
14275,12.0,12.0,2,20,1,19,14276,,,,1
14276,16.5,16.5,1,4,2,33,14277,,,,1
14277,12.5,12.5,2,26,3,73,14278,,,,1
14278,16.75,16.75,1,2,0,1,14279,,,,1
14279,13.25,13.25,1,23,1,27,14280,,,,1
14280,16.0,16.0,1,30,1,45,14281,,,,1
14281,20.75,20.75,0,29,2,77,14282,,,,1
14282,17.95,17.95,0,22,3,21,14283,,,,1
14283,20.75,20.75,0,14,2,53,14284,,,,1
14284,16.5,16.5,1,6,2,69,14285,,,,1
14285,20.75,20.75,0,8,0,80,14286,,,,1
14286,20.5,20.5,0,5,1,29,14287,,,,1
14287,20.5,20.5,0,15,1,83,14288,,,,1
14288,12.0,12.0,2,1,1,3,14289,,,,1
14289,15.25,15.25,0,16,1,50,14290,,,,1
14290,20.75,20.75,0,10,0,65,14291,,,,1
14291,16.75,16.75,1,10,0,66,14292,,,,1
14292,16.75,16.75,1,2,0,1,14293,,,,1
14293,20.5,20.5,0,5,1,29,14294,,,,1
14294,12.0,12.0,2,25,3,40,14295,,,,1
14295,12.75,12.75,2,10,0,67,14296,,,,1
14296,16.75,16.75,1,7,0,9,14297,,,,1
14297,12.75,12.75,2,7,0,10,14298,,,,1
